"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.983341234E0	-1.788528085E0	-2.736422420E-1	-2.421445847E-1	1.825471661E0
5.000078518E0	-1.781496763E0	-3.165950775E-1	-6.011772156E-2	1.810408048E0
5.016784754E0	-1.634707212E0	1.336904168E-1	1.450681686E-1	1.646567816E0
5.033494765E0	-1.932958126E0	5.729237199E-2	7.462978363E-2	1.935246531E0
5.050206098E0	-1.970184445E0	2.689917684E-1	1.343164444E-1	1.992993785E0
5.066916708E0	-1.881314039E0	3.485896587E-1	-8.710193634E-2	1.915318253E0
5.083626404E0	-1.835511684E0	2.267339528E-1	-5.708694458E-3	1.849471281E0
5.100337614E0	-1.980756402E0	2.084114254E-1	1.375255585E-1	1.996432950E0
5.117048886E0	-1.884213090E0	1.575656533E-1	6.094264984E-2	1.891771633E0
5.133757940E0	-1.540249348E0	2.849480808E-1	1.014146805E-1	1.569665060E0
5.150469620E0	-2.014928818E0	2.952179313E-1	-2.497673035E-2	2.036594119E0
5.167179497E0	-1.784662962E0	7.528339624E-1	-6.294822693E-2	1.937974030E0
5.183890841E0	-1.676126480E0	6.405187249E-1	9.453105927E-2	1.796830636E0
5.200601422E0	-1.699967623E0	5.085577369E-1	-1.416969299E-2	1.774463770E0
5.217267791E0	-1.739909649E0	6.023555398E-1	-8.655738831E-2	1.843260688E0
5.233986938E0	-1.516736507E0	7.491556406E-1	-2.905845642E-3	1.691665526E0
5.250697914E0	-1.635360956E0	5.176694393E-1	4.241752625E-2	1.715863151E0
5.267408005E0	-1.687709689E0	6.885242462E-1	6.935310364E-2	1.824072226E0
5.284118718E0	-1.495735645E0	7.903572917E-1	1.540870667E-1	1.698714983E0
5.300829267E0	-1.817576289E0	8.572216034E-1	1.702976227E-2	2.009652322E0
5.317583987E0	-1.434957266E0	9.341657162E-1	-6.146335602E-2	1.713343423E0
5.334276653E0	-1.568954110E0	7.054399252E-1	-1.249313354E-3	1.720251159E0
5.351006195E0	-1.395793915E0	8.781487346E-1	2.556610107E-2	1.649254219E0
5.367707600E0	-1.416787863E0	1.066922665E0	-4.751586914E-2	1.774223655E0
5.384400642E0	-1.409325600E0	9.004082084E-1	-1.242065430E-2	1.672449659E0
5.401128485E0	-1.452827573E0	7.267461419E-1	1.136503220E-1	1.628430013E0
5.417821853E0	-1.243338346E0	1.068462491E0	1.101064682E-1	1.643053795E0
5.434549992E0	-1.296851873E0	1.075566292E0	1.569271088E-2	1.684907680E0
5.451261009E0	-1.288469315E0	1.201596737E0	-8.082008362E-2	1.763666572E0
5.467976137E0	-1.139990330E0	8.483638167E-1	4.506301880E-2	1.421734783E0
5.484681661E0	-1.148664594E0	1.221513152E0	2.813720703E-2	1.676996253E0
5.501391092E0	-1.239561558E0	1.129959822E0	-7.540607452E-2	1.678990211E0
5.518104449E0	-8.912930489E-1	1.083716273E0	1.424694061E-2	1.403227435E0
5.534813656E0	-1.077672362E0	1.188619375E0	8.619403839E-2	1.606743026E0
5.551523656E0	-9.851509333E-1	1.241891146E0	2.432537079E-2	1.585373048E0
5.568234888E0	-8.673412800E-1	1.117174506E0	7.324218750E-2	1.416235924E0
5.584946048E0	-8.966072202E-1	1.140412211E0	-1.194190979E-2	1.450719521E0
5.601655793E0	-1.049897075E0	1.150660992E0	-1.257066727E-1	1.562724145E0
5.618366923E0	-7.508627176E-1	1.200362802E0	1.635713577E-1	1.425279364E0
5.635077240E0	-7.443404794E-1	1.338143110E0	1.103610992E-1	1.535203343E0
5.651788378E0	-9.168805480E-1	1.360074043E0	3.043365479E-2	1.640547942E0
5.668497637E0	-5.750479698E-1	1.018051624E0	1.038398743E-1	1.173836444E0
5.685209041E0	-5.151221752E-1	1.173058987E0	-1.147460938E-2	1.281229842E0
5.701919804E0	-4.866770208E-1	1.335926890E0	-4.059410095E-2	1.422393427E0
5.718585991E0	-6.734439135E-1	1.132376432E0	-1.563949585E-1	1.326748835E0
5.735305076E0	-2.439285666E-1	1.216882467E0	-1.580677032E-1	1.251115296E0
5.752013377E0	-5.181737542E-1	1.136972308E0	-1.127500534E-1	1.254560737E0
5.768729053E0	-4.701762199E-1	1.050790548E0	2.694034576E-2	1.151499994E0
5.785437346E0	-3.788633943E-1	1.208845019E0	1.352729797E-1	1.274026111E0
5.802147579E0	-4.600926638E-1	1.401259661E0	2.243633270E-1	1.491828676E0
5.818902970E0	-3.149001002E-1	1.282141924E0	2.250900269E-1	1.339296646E0
5.835604802E0	-1.405399740E-1	1.066609025E0	1.693944931E-1	1.089082545E0
5.852311475E0	-2.871296406E-1	1.281843185E0	2.604484558E-2	1.313865943E0
5.869029268E0	-1.589742899E-1	1.047462463E0	6.177234650E-2	1.061256925E0
5.885736472E0	-8.656984568E-2	1.011153460E0	-7.553577423E-2	1.017659722E0
5.902454253E0	-1.476306319E-1	9.862779975E-1	-2.084379196E-1	1.018815714E0
5.919151284E0	2.073336244E-1	1.043363094E0	-1.485052109E-1	1.074079874E0
5.935891608E0	1.359476447E-1	8.143424392E-1	-4.623985291E-2	8.269059767E-1
5.952579087E0	-6.128239632E-2	1.010713577E0	-9.932804108E-2	1.017429863E0
5.969289901E0	5.215346813E-2	1.091788173E0	2.930355072E-2	1.093425853E0
5.985999667E0	1.241022944E-1	9.465393424E-1	6.943893433E-2	9.571624062E-1
6.002706189E0	2.235718966E-1	8.572935462E-1	1.189451218E-1	8.939152976E-1
6.019425111E0	3.096215725E-1	9.224922657E-1	3.394851685E-1	1.030586085E0
6.036131886E0	-3.449755907E-2	9.356948137E-1	2.658052444E-1	9.733279478E-1
6.052843219E0	1.498501301E-1	7.157252431E-1	1.279125214E-1	7.423471548E-1
6.069552568E0	2.061927319E-1	9.818545580E-1	-3.576278687E-3	1.003277930E0
6.086263829E0	2.579206228E-2	5.481858253E-1	-4.963874817E-3	5.488146952E-1
6.102930181E0	5.464942455E-1	6.345919371E-1	-3.804779053E-2	8.383379518E-1
6.119649468E0	4.563964307E-1	5.982521772E-1	-9.134292603E-3	7.525203020E-1
6.136376263E0	3.335426450E-1	6.687124968E-1	-1.286430359E-1	7.582718048E-1
6.153083782E0	4.394814372E-1	7.659220099E-1	-1.292734146E-1	8.924640467E-1
6.169794647E0	5.511168242E-1	4.192647040E-1	-5.946159363E-2	6.950167818E-1
6.186504891E0	3.882039785E-1	5.856693387E-1	-4.435920715E-2	7.040444890E-1
6.203198412E0	4.504890442E-1	6.475597024E-1	1.369791031E-1	8.006480012E-1
6.219914191E0	4.328140020E-1	4.155045152E-1	2.498388290E-1	6.499164585E-1
6.236623671E0	3.508853912E-1	4.942568243E-1	2.020111084E-1	6.389200686E-1
6.253321343E0	3.492316008E-1	6.181733608E-1	6.290721893E-2	7.127821078E-1
6.270044792E0	4.210462570E-1	2.190927416E-1	4.152202606E-2	4.764511083E-1
6.286755697E0	6.504834890E-1	2.705913186E-1	7.804393768E-2	7.088295193E-1
6.303510335E0	4.928527474E-1	6.019014120E-2	-1.389894485E-1	5.156013485E-1
6.320195942E0	4.706125259E-1	1.680276543E-1	-8.712387085E-2	5.072474850E-1
6.336922869E0	5.795190334E-1	1.293449104E-1	3.827095032E-3	5.937904198E-1
6.353633867E0	5.054756403E-1	1.497777253E-1	6.616973877E-2	5.313355101E-1
6.370389074E0	3.609296083E-1	1.452575326E-1	1.623821259E-1	4.215897150E-1
6.387066511E0	4.840406775E-1	7.914901525E-2	1.241827011E-1	5.059459333E-1
6.403754275E0	5.833325386E-1	8.937838674E-2	1.514310837E-1	6.092591564E-1
6.420503664E0	4.535329938E-1	1.504453719E-1	-2.060413361E-2	4.782787019E-1
6.437187733E0	5.942755342E-1	2.029462159E-2	-8.779144287E-2	6.010678993E-1
6.453897449E0	5.230302811E-1	-1.597873867E-1	1.889324188E-2	5.472199178E-1
6.470608040E0	6.384900808E-1	-1.122230738E-1	7.541942596E-2	6.526497464E-1
6.487317999E0	4.895948172E-1	2.087155282E-1	4.940986633E-2	5.345152866E-1
6.504014165E0	1.796191931E-1	-2.969916761E-1	-2.068996429E-2	3.476998487E-1
6.520740441E0	6.555799246E-1	-3.342634737E-1	1.586265564E-1	7.527811713E-1
6.537449659E0	3.566084504E-1	-5.064570904E-1	-3.886413574E-2	6.206277406E-1
6.554161144E0	3.449919224E-1	-4.460690320E-1	7.060432434E-2	5.683150345E-1
6.570872324E0	3.282421827E-1	-3.572696745E-1	1.847238541E-1	5.191410725E-1
6.587581948E0	3.671326041E-1	-2.191031873E-1	1.877746582E-1	4.669602531E-1
6.604292794E0	3.470811248E-1	-4.074102938E-1	1.693420410E-1	5.613601175E-1
6.621003628E0	3.999960423E-1	-2.461912632E-1	1.043376923E-1	4.811375333E-1
6.637714279E0	4.204627275E-1	-3.181182742E-1	-6.398200989E-3	5.272846277E-1
6.654425286E0	5.768893957E-1	-4.053131938E-1	-9.365367889E-2	7.112321502E-1
6.671118288E0	3.439429998E-1	-3.622037470E-1	-2.180347443E-1	5.450022855E-1
6.687846192E0	2.057623863E-1	-7.193638086E-1	-1.480751038E-1	7.627245146E-1
6.704512411E0	3.745983839E-1	-6.108452082E-1	-1.733369827E-1	7.372255606E-1
6.721232004E0	2.520070076E-1	-6.794231534E-1	3.818702698E-2	7.256594258E-1
6.737942024E0	2.155837417E-1	-5.579540133E-1	2.102365494E-1	6.340255810E-1
6.754652809E0	4.960453510E-2	-6.712815762E-1	2.836542130E-1	7.304377297E-1
6.771363611E0	1.235415936E-1	-5.293866396E-1	2.814149857E-1	6.121332646E-1
6.788074589E0	1.592398286E-1	-6.034340262E-1	1.755619049E-1	6.483146840E-1
6.804822940E0	4.001295567E-2	-8.291351199E-1	1.238145828E-1	8.392831075E-1
6.821535025E0	7.802963257E-2	-6.183027029E-1	9.113025665E-2	6.298345653E-1
6.838241679E0	7.899677753E-2	-8.052357435E-1	-4.730892181E-2	8.104833296E-1
6.854952779E0	2.284785509E-1	-6.842951179E-1	-1.029319763E-1	7.287367483E-1
6.871663185E0	1.487451792E-2	-6.806206703E-1	-1.557044983E-1	6.983621116E-1
6.888371996E0	-1.995134354E-2	-8.705281615E-1	-1.543684006E-1	8.843341785E-1
6.905084702E0	-1.840710640E-2	-8.105039001E-1	-1.414060593E-1	8.229526518E-1
6.921794549E0	9.193509817E-2	-8.687661886E-1	-8.061408997E-3	8.736542446E-1
6.938505181E0	-1.383125782E-1	-9.312445521E-1	5.072689056E-2	9.428255420E-1
6.955216422E0	-1.702426672E-1	-9.714773893E-1	5.650806427E-2	9.878988030E-1
6.971926209E0	-1.144634485E-1	-7.523933053E-1	1.308832169E-1	7.722227550E-1
6.988637461E0	-2.945544422E-1	-9.756471515E-1	1.915483475E-1	1.036986236E0
7.005347939E0	-1.944259703E-1	-8.120024204E-1	2.189483643E-1	8.631846702E-1
7.022058468E0	-2.700019479E-1	-7.503372431E-1	2.279529572E-1	8.293790333E-1
7.038769568E0	-3.768015802E-1	-8.596464992E-1	1.088361740E-1	9.448898598E-1
7.055479598E0	-3.312972188E-1	-8.001691699E-1	9.240245819E-2	8.709573824E-1
7.072190209E0	-3.320416212E-1	-7.486489415E-1	-3.403472900E-2	8.196860610E-1
7.088901297E0	-3.150659800E-1	-7.956106663E-1	-1.789903641E-1	8.742427892E-1
7.105594554E0	-3.291929960E-1	-1.037011266E0	-2.551908493E-1	1.117534234E0
7.122318257E0	-2.227186263E-1	-1.216076374E0	-2.737617493E-1	1.266250698E0
7.139036477E0	-4.588332772E-1	-7.985339165E-1	-5.140399933E-2	9.224027120E-1
7.155743547E0	-3.998415172E-1	-7.910556197E-1	2.589254379E-1	9.234092347E-1
7.172454870E0	-5.807628036E-1	-8.508245349E-1	2.322483063E-1	1.055995785E0
7.189117843E0	-6.042007208E-1	-7.477232814E-1	3.746280670E-1	1.031743575E0
7.205842176E0	-9.150794744E-1	-9.566886425E-1	2.621889114E-1	1.349580168E0
7.222550518E0	-3.438245654E-1	-6.048955321E-1	3.021049500E-1	7.585389491E-1
7.239261140E0	-7.328575253E-1	-9.303636551E-1	-4.410457611E-2	1.185159018E0
7.255971851E0	-6.258472204E-1	-8.091834784E-1	-2.906942368E-1	1.063468751E0
7.272681893E0	-5.432867408E-1	-9.280496836E-1	-2.960405350E-1	1.115381861E0
7.289424161E0	-5.495456457E-1	-9.584799409E-1	-2.056026459E-1	1.123813446E0
7.306147679E0	-7.146230936E-1	-9.007744193E-1	-2.408504486E-2	1.150069915E0
7.322854700E0	-7.847980261E-1	-8.336995840E-1	2.090015411E-1	1.163891998E0
7.339560082E0	-7.260261774E-1	-7.653455734E-1	1.699533463E-1	1.068527958E0
7.356270906E0	-1.058561325E0	-7.952233553E-1	1.381540298E-1	1.331171965E0
7.372992686E0	-8.851191998E-1	-7.267161012E-1	2.078685760E-1	1.163942281E0
7.389691620E0	-8.242601156E-1	-6.883687973E-1	-8.129119873E-3	1.073928499E0
7.406426786E0	-8.573018312E-1	-6.066783667E-1	1.338253021E-1	1.058741839E0
7.423112862E0	-1.018177748E0	-6.048166752E-1	-1.486024857E-1	1.193554287E0
7.439824287E0	-7.054164410E-1	-1.116557002E0	-5.583858490E-2	1.321903870E0
7.456535405E0	-1.010185719E0	-4.146337211E-1	-1.037864685E-1	1.096890122E0
7.473244388E0	-1.001769781E0	-6.746738553E-1	2.899169922E-3	1.207781400E0
7.489955976E0	-1.023845673E0	-7.332919240E-1	2.131547928E-1	1.277267385E0
7.506667450E0	-1.114937782E0	-5.419983864E-1	2.403879166E-1	1.262788525E0
7.523377197E0	-1.060433745E0	-5.014952421E-1	3.916549683E-2	1.173691247E0
7.540087787E0	-1.037482858E0	-5.874168277E-1	5.958557129E-3	1.192251951E0
7.556798886E0	-1.105046272E0	-5.741214156E-1	-4.190444946E-2	1.245993036E0
7.573508653E0	-1.031642199E0	-4.447159767E-1	4.627895355E-2	1.124366340E0
7.590220037E0	-8.935950994E-1	-5.189274549E-1	-4.510402679E-2	1.034326969E0
7.606930668E0	-1.052280903E0	-5.918110013E-1	-2.930345535E-1	1.242338363E0
7.623624534E0	-1.065655470E0	-5.917718410E-1	-1.549530029E-1	1.228749741E0
7.640352104E0	-1.004724503E0	-4.838187099E-1	9.629631042E-2	1.119296587E0
7.657061900E0	-1.148843765E0	-2.859552503E-1	1.663322449E-1	1.195524495E0
7.673772795E0	-1.308464527E0	-3.532807231E-1	1.053714752E-1	1.359407899E0
7.690439278E0	-1.058853149E0	-3.370317519E-1	1.610965729E-1	1.122814544E0
7.707158505E0	-1.286173105E0	-1.557258368E-1	-2.123832703E-3	1.295567946E0
7.723869339E0	-1.064735532E0	-3.111131787E-1	-3.064346313E-2	1.109681118E0
7.740579696E0	-1.311192989E0	-3.243325651E-1	-1.303281784E-1	1.356983457E0
7.757290570E0	-1.056487799E0	-3.158147335E-1	-6.494617462E-2	1.104591970E0
7.774001283E0	-9.946030378E-1	-4.144579768E-1	-2.179718018E-2	1.077722476E0
7.790755910E0	-9.025826454E-1	3.567555547E-1	2.849197388E-2	9.709488916E-1
7.807457762E0	-1.369367838E0	-1.454779506E-1	4.854774475E-2	1.377929241E0
7.824140653E0	-1.188377023E0	-1.044753790E-1	1.287364960E-2	1.193030085E0
7.840856767E0	-1.101356268E0	-1.540349871E-1	4.064369202E-2	1.112818186E0
7.857567246E0	-1.316847205E0	-1.697917581E-1	1.711463928E-2	1.327858695E0
7.874277113E0	-1.146766663E0	-1.381515563E-1	7.343006134E-2	1.157389997E0
7.890988680E0	-1.233078837E0	3.492087126E-2	1.628465652E-1	1.244275649E0
7.907699576E0	-1.211298466E0	1.060074568E-1	6.632804871E-2	1.217735999E0
7.924437552E0	-1.406892776E0	-1.398342848E-1	-2.197265625E-3	1.413826630E0
7.941142709E0	-1.144150496E0	5.938619375E-2	-1.931953430E-2	1.145853534E0
7.957859403E0	-9.838721752E-1	8.436666429E-2	3.718376160E-2	9.881825860E-1
7.974558956E0	-1.196896076E0	9.383536875E-2	-8.632659912E-2	1.203668383E0
7.991284438E0	-1.253998637E0	8.227609098E-3	-4.640579224E-3	1.254034214E0
8.007984867E0	-1.144065380E0	5.589185655E-2	-5.482673645E-3	1.145442951E0
8.024696130E0	-1.138431191E0	-1.813727617E-2	-2.367591858E-2	1.138821798E0
8.041407167E0	-1.165952563E0	2.218225151E-1	-5.448341370E-2	1.188115756E0
8.058117055E0	-1.203779578E0	1.996115595E-1	-1.122474670E-2	1.220268840E0
8.074827565E0	-1.055624485E0	3.575956225E-1	3.383445740E-2	1.115061636E0
8.091538734E0	-1.160517931E0	4.143948555E-1	5.474090576E-4	1.232284571E0
8.108248826E0	-1.229179978E0	3.098155558E-1	-8.421993256E-2	1.270418079E0
8.124960323E0	-1.185180426E0	1.198939011E-1	7.460594177E-3	1.191252639E0
8.141670627E0	-1.081736207E0	1.633159220E-1	1.070346832E-1	1.099218693E0
8.158380507E0	-1.134662271E0	2.929470241E-1	4.409408569E-2	1.172698050E0
8.175047813E0	-1.074123502E0	2.816982269E-1	3.931617737E-2	1.111143983E0
8.191767232E0	-9.479272366E-1	4.129383564E-1	-9.674072266E-3	1.034010503E0
8.208477223E0	-1.001078248E0	3.437322676E-1	-1.866054535E-2	1.058611235E0
8.225188047E0	-1.071842670E0	6.733955741E-1	-1.115598679E-1	1.270729678E0
8.241898831E0	-1.093033552E0	5.905750990E-1	-1.968212128E-1	1.257871171E0
8.258609797E0	-9.978675842E-1	4.120042920E-1	-1.386451721E-1	1.088443722E0
8.275363601E0	-8.032581806E-1	2.831022739E-1	1.396083832E-2	8.518013309E-1
8.292065575E0	-9.932040572E-1	3.306735158E-1	8.585548401E-2	1.050319207E0
8.308777092E0	-1.196437716E0	5.585286617E-1	7.526206970E-2	1.322528584E0
8.325488161E0	-1.148687124E0	6.532412767E-1	1.686668396E-2	1.321548622E0
8.409018020E0	-8.772169352E-1	8.462192416E-1	-7.547569275E-2	1.221185136E0
8.425729028E0	-8.011629581E-1	5.839675665E-1	-4.016780853E-2	9.922165374E-1
8.442439638E0	-8.295192719E-1	5.259516239E-1	-6.770896912E-2	9.845363567E-1
8.459150127E0	-8.099746704E-1	5.614778996E-1	-2.058219910E-2	9.857687484E-1
8.475888610E0	-8.202812672E-1	6.549054980E-1	2.167320251E-2	1.049872514E0
8.492590391E0	-8.603377342E-1	7.737957239E-1	1.603698730E-2	1.157237238E0
8.509291450E0	-7.610540390E-1	6.432152987E-1	7.882690430E-2	9.995713339E-1
8.526015376E0	-6.731081605E-1	6.932236552E-1	6.887435913E-2	9.686987712E-1
8.542725763E0	-7.049042583E-1	6.566981673E-1	3.210163116E-2	9.639362069E-1
8.559435815E0	-7.186920047E-1	6.508544087E-1	3.611564636E-3	9.696095618E-1
8.576146781E0	-6.378848553E-1	7.127283216E-1	7.874488831E-3	9.565253559E-1
8.592852001E0	-7.249074578E-1	8.050374389E-1	-6.875324249E-2	1.085496711E0
8.609571940E0	-6.781647801E-1	6.514984369E-1	-4.421329498E-2	9.414417124E-1
8.626281268E0	-5.638689995E-1	7.901232243E-1	-6.451320648E-2	9.728334451E-1
8.642940315E0	-5.813337564E-1	7.881051302E-1	-3.585815430E-2	9.799716526E-1
8.659698706E0	-6.273365617E-1	7.363259792E-1	4.658317566E-2	9.684508772E-1
8.676367934E0	-6.229070425E-1	7.539820075E-1	2.730274200E-2	9.783902549E-1
8.693085961E0	-6.671987772E-1	7.332119942E-1	-9.431838989E-4	9.913399650E-1
8.709796654E0	-3.907150626E-1	6.572889090E-1	3.129863739E-2	7.652885565E-1
8.726507549E0	-4.404569566E-1	8.090013266E-1	1.153659821E-2	9.212049555E-1
8.743204753E0	-4.510990381E-1	8.280712962E-1	8.339118958E-2	9.466501488E-1
8.759928364E0	-5.260831714E-1	7.954304218E-1	6.027317047E-2	9.555657561E-1
8.776683428E0	-3.776160777E-1	8.257770538E-1	2.469062805E-3	9.080240861E-1
8.793368974E0	-4.151178896E-1	8.390631676E-1	-6.377983093E-2	9.383057755E-1
8.810094986E0	-3.586465716E-1	7.570370436E-1	-5.887413025E-2	8.397610445E-1
8.826806512E0	-2.234796882E-1	7.187900543E-1	-6.346702576E-2	7.554008053E-1
8.843517692E0	-2.590913475E-1	8.274458051E-1	-9.734916687E-2	8.725088807E-1
8.860227572E0	-2.951905131E-1	7.251225710E-1	-1.294021606E-1	7.935270009E-1
8.876938415E0	-3.756652772E-1	8.268908262E-1	-1.100244522E-1	9.148651371E-1
8.893625996E0	-3.347259164E-1	8.093721867E-1	5.714988708E-2	8.777191380E-1
8.910359536E0	-2.926358581E-1	7.127853632E-1	1.010303497E-1	7.771137954E-1
8.927071031E0	-2.699081898E-1	7.286953330E-1	1.298217773E-1	7.878458054E-1
8.943780319E0	-2.472333610E-1	8.052959442E-1	1.477270126E-1	8.552480125E-1
8.960491703E0	-1.947545707E-1	7.962692380E-1	7.109260559E-2	8.228172341E-1
8.977202629E0	-1.379122585E-1	7.491043806E-1	2.382278442E-2	7.620660661E-1
8.993921765E0	-2.008872181E-1	8.357378840E-1	4.124641418E-3	8.595524986E-1
9.010623485E0	-6.724286079E-2	8.384141326E-1	1.800441742E-2	8.412990070E-1
9.027324604E0	-1.710879356E-1	7.072212696E-1	-8.940982819E-2	7.330942117E-1
9.044009164E0	-2.757643163E-2	7.060835361E-1	-1.327314377E-1	7.189798705E-1
9.060720435E0	-1.954159141E-2	6.926889420E-1	-1.228113174E-1	7.037630736E-1
9.077430425E0	-2.866324782E-2	7.590205669E-1	-3.424644470E-3	7.595693063E-1
9.094141158E0	-1.347824037E-1	7.574842572E-1	6.457424164E-2	7.720871252E-1
9.110851809E0	-1.282173991E-1	7.105946541E-1	7.460880280E-2	7.259138636E-1
9.127555635E0	3.928950429E-2	6.012346745E-1	8.928203583E-2	6.090961179E-1
9.144317323E0	5.362853408E-2	6.126408577E-1	8.935642242E-2	6.214413974E-1
9.160975625E0	3.027465940E-2	7.271327972E-1	9.816646576E-2	7.343536715E-1
9.177694354E0	-1.548203826E-2	7.839537859E-1	1.116771698E-1	7.920195845E-1
9.194405219E0	5.837902427E-2	7.005740404E-1	-1.229095459E-2	7.031096388E-1
9.211115514E0	1.111240685E-1	6.085002422E-1	-9.298229218E-2	6.255132373E-1
9.227826431E0	1.626730561E-1	6.251428127E-1	-1.693706512E-1	6.677967333E-1
9.244536868E0	1.664883792E-1	6.435666680E-1	-1.787033081E-1	6.883540578E-1
9.261291648E0	2.121838629E-1	6.082344651E-1	-7.305622101E-2	6.483119370E-1
9.277949575E0	1.432745755E-1	6.241996884E-1	3.941535950E-3	6.404439013E-1
9.294668701E0	9.187942743E-2	6.935226917E-1	1.138267517E-1	7.087821122E-1
9.311395719E0	9.990230203E-2	6.303480268E-1	9.986686707E-2	6.459818077E-1
9.328103268E0	1.203646362E-1	4.922161102E-1	1.014089584E-1	5.167669897E-1
9.344813909E0	1.799128950E-1	5.181459188E-1	1.106386185E-1	5.595397635E-1
9.361524662E0	2.074923813E-1	5.583284497E-1	6.712150574E-2	5.994072427E-1
9.378235680E0	3.006225824E-1	5.897322297E-1	2.832984924E-2	6.625410328E-1
9.394945732E0	3.270906210E-1	6.704593897E-1	-6.316566467E-2	7.486614514E-1
9.411661896E0	2.699924111E-1	5.541283488E-1	-6.190490723E-2	6.195049205E-1
9.428389740E0	1.766069829E-1	3.413155675E-1	-3.063583374E-2	3.855189974E-1
9.445100330E0	3.161968589E-1	4.451737702E-1	-1.309967041E-2	5.461975289E-1
9.461793809E0	2.553322911E-1	4.900817275E-1	-3.292083740E-3	5.526169707E-1
9.478521144E0	3.230920434E-1	6.272860765E-1	4.778766632E-2	7.072198749E-1
9.495218694E0	3.280800879E-1	6.552731991E-1	2.888393402E-2	7.333851588E-1
9.511942630E0	2.917494774E-1	3.206043243E-1	-3.955650330E-2	4.352810670E-1
9.528654024E0	3.812648654E-1	2.151951343E-1	-1.055078506E-1	4.503373735E-1
9.545363333E0	3.378939033E-1	2.393269837E-1	-7.154750824E-2	4.202008340E-1
9.562074747E0	3.410922289E-1	4.162849784E-1	-1.556015015E-2	5.384043184E-1
9.578785775E0	3.779383004E-1	3.373267353E-1	8.508777618E-2	5.136794865E-1
9.595485949E0	3.860753477E-1	3.655006886E-1	7.066726685E-2	5.363196715E-1
9.612213995E0	2.581327260E-1	4.326408505E-1	1.369562149E-1	5.220800844E-1
9.628916030E0	3.973179162E-1	3.787871003E-1	1.034097672E-1	5.586007284E-1
9.645631718E0	4.482757747E-1	4.357982278E-1	5.500221252E-2	6.276117501E-1
9.662294293E0	3.518244624E-1	3.748174310E-1	-2.557945251E-2	5.147065837E-1
9.679013540E0	3.587290347E-1	2.788745761E-1	-9.111595154E-2	4.634216936E-1
9.695724253E0	5.097401738E-1	1.621485502E-1	-2.389526367E-2	5.354420424E-1
9.712435301E0	3.914107680E-1	1.068767607E-1	-2.312850952E-2	4.063987688E-1
9.729145749E0	3.100361526E-1	2.462612092E-1	5.714988708E-2	4.000413837E-1
9.745843003E0	3.981306255E-1	3.617132008E-1	1.468706131E-1	5.575978942E-1
9.762611383E0	4.507599473E-1	3.702684045E-1	4.089450836E-2	5.847696831E-1
9.786068464E0	2.486760318E-1	-1.688864827E-2	-6.020736694E-2	2.564174766E-1
9.862843819E0	4.575954080E-1	6.958281994E-2	7.774829865E-2	4.693400943E-1
9.877466230E0	3.378123045E-1	3.328635395E-1	4.905700684E-3	4.742777191E-1
9.963107961E0	4.464980066E-1	-7.201075554E-2	-5.436134338E-2	4.555229681E-1
9.979818104E0	4.036793709E-1	-1.294071600E-2	1.214408875E-2	4.040692707E-1
9.996557472E0	4.508102536E-1	-3.594310582E-2	7.424354553E-3	4.523017938E-1
1.001325830E1	4.684010446E-1	-3.616574034E-2	2.122402191E-2	4.702743438E-1